client,year_month,total_amount,purchase_count,garden_purchase,target
client28249,2019-04,8332,2,1,1
client28249,2019-05,4942,4,1,1
client28249,2019-08,142761,7,1,0
client28249,2019-09,31460,7,0,1
client2825,2019-01,9629,1,0,0
client2825,2019-02,788,1,0,0
client2825,2019-04,15117,4,0,0
client2825,2019-05,8747,10,0,1
client2825,2019-06,12183,3,1,0
client2825,2019-07,4365,5,0,0
client2825,2019-09,899,1,0,0
client28250,2018-11,9072,4,0,0
client28250,2019-02,2064,1,0,0
client28250,2019-03,201,1,0,0
client28251,2018-07,1077,1,1,0
client28251,2018-08,5677,5,0,0
client28251,2018-09,399,1,0,0
client28251,2018-10,294,1,0,0
client28251,2018-11,583,1,0,1
client28251,2019-02,3774,3,1,0
client28251,2019-04,389,2,0,0
client28251,2019-08,7875,4,0,0
client28252,2018-09,1943,1,0,0
client28254,2018-10,4280,1,0,0
client28254,2019-08,978,1,0,1
client28254,2019-09,854,1,1,0
client28255,2019-06,5672,4,1,1
client28255,2019-07,719,2,1,1
client28255,2019-08,136,1,1,1
client28256,2018-05,72321,4,0,0
client28258,2018-04,367,1,1,0
client28258,2018-05,916,1,0,0
client28260,2017-11,270,1,0,0
client28260,2018-04,1228,1,0,0
client28260,2018-05,3755,2,0,1
client28260,2018-06,9196,4,1,1
client28260,2018-10,1599,1,1,1
client28260,2018-11,1950,2,1,1
client28260,2019-04,5983,2,1,0
client28260,2019-05,336,1,0,1
client28260,2019-06,3038,2,1,0
client28260,2019-07,1629,2,0,1
client28260,2019-08,1105,1,1,1
client28261,2019-06,6839,1,0,0
client28261,2019-07,8544,4,0,0
client28261,2019-08,847,3,0,0
client28261,2019-09,1933,5,0,0
client28263,2018-03,3346,3,1,1
client28265,2018-03,810,1,0,0
client28265,2018-07,3376,4,0,0
client28265,2018-08,2180,4,0,0
client28265,2018-09,1335,2,0,0
client28265,2018-12,3028,2,0,1
client28265,2019-03,2597,2,1,0
client28266,2018-02,9190,1,0,0
client28268,2017-09,4299,1,0,0
client28268,2017-10,2199,1,0,1
client28273,2018-01,56505,2,0,0
client28273,2018-02,10140,7,0,0
client28273,2018-03,14549,5,0,0
client28273,2018-04,1676,2,0,0
client28273,2018-05,1298,2,0,0
client28273,2018-10,764,1,0,1
client28275,2019-04,1860,1,0,0
client28275,2019-05,4648,6,0,0
client28276,2017-09,3913,1,0,0
client28276,2017-10,14161,8,0,0
client28276,2017-12,6898,7,0,0
client28276,2018-01,11198,4,0,0
client28276,2018-02,6435,5,0,0
client28276,2018-03,5313,3,0,0
client28276,2018-04,12753,6,0,1
client28276,2018-05,6688,9,1,0
client28276,2018-06,23444,16,0,0
client28276,2018-07,10939,11,0,0
client28276,2018-08,27317,15,0,0
client28276,2018-09,9405,8,0,0
client28276,2018-10,14872,13,0,0
client28276,2018-11,40920,9,0,0
client28276,2018-12,6549,11,0,0
client28276,2019-01,6721,8,0,0
client28276,2019-02,4691,6,0,0
client28276,2019-03,21723,10,0,0
client28276,2019-04,7130,10,0,0
client28276,2019-05,4793,5,0,1
client28276,2019-06,2367,5,1,0
client28276,2019-07,70864,11,0,0
client28276,2019-08,11614,12,0,0
client28276,2019-09,5747,6,0,0
client28277,2018-02,902,1,1,1
client28277,2018-03,195,1,1,0
client28277,2018-11,3798,1,0,0
client28277,2019-02,306,1,0,1
client28277,2019-03,10136,2,1,0
client28277,2019-07,647,1,0,0
client28278,2018-08,2198,3,0,0
client28278,2019-03,734,2,0,0
client28278,2019-05,242,1,0,0
client28279,2018-11,89,1,0,0
client28279,2019-04,22320,7,0,0
client28279,2019-06,928,2,0,0
client28279,2019-08,2347,2,0,0
client2828,2017-09,1799,1,0,0
client2828,2018-09,6698,1,0,0
client28281,2018-11,10990,1,0,0
client28281,2018-12,614,1,0,0
client28281,2019-08,199,1,0,0
client28282,2018-02,973,1,1,1
client28282,2018-08,751,1,1,0
client28282,2018-09,407,1,0,1
client28282,2019-01,619,1,1,1
client28282,2019-02,1225,1,1,0
client28283,2019-08,18968,4,0,0
client28283,2019-09,1210,3,0,0
client28284,2018-06,995,3,0,0
client28284,2018-07,338,2,0,0
client28284,2018-08,745,2,0,0
client28284,2018-09,264,1,0,0
client28284,2018-11,564,2,0,0
client28284,2018-12,344,1,0,1
client28284,2019-02,196,1,1,0
client28284,2019-03,169,1,0,1
client28285,2019-05,5374,3,0,0
client28286,2018-01,3104,1,0,0
client28288,2019-07,2524,1,0,0
client28289,2017-12,313,1,0,0
client28289,2018-02,308,1,0,0
client28289,2018-08,233,1,0,1
client28289,2018-10,237,1,1,1
client28289,2018-12,147,1,1,0
client28290,2017-12,2199,1,0,0
client28290,2019-04,7,1,0,0
client28290,2019-07,859,2,0,0
client28290,2019-08,49,1,0,0
client28291,2019-01,1448,1,0,0
client28291,2019-03,884,2,0,0
client28291,2019-08,216,1,0,1
client28291,2019-09,1558,3,1,0
client28292,2019-01,7947,3,0,0
client28292,2019-02,15981,5,0,0
client28292,2019-03,13041,5,0,0
client28292,2019-05,1129,1,0,0
client28292,2019-06,393,1,0,0
client28292,2019-07,784,1,0,0
client28292,2019-08,12031,1,0,0
client28293,2018-03,1552,1,0,1
client28294,2018-02,1720,2,1,0
client28294,2019-02,39,1,0,1
client28294,2019-04,1980,1,1,1
client28294,2019-06,1247,1,1,0
client28296,2018-02,6048,1,0,1
client28296,2018-05,2252,2,1,0
client28296,2018-06,449,1,0,0
client28296,2018-08,1023,1,0,0
client28296,2018-10,292,1,0,1
client28296,2019-03,178,1,1,1
client28296,2019-04,217,1,1,1
client28296,2019-05,4906,2,1,1
client28296,2019-06,866,1,1,1
client28296,2019-08,991,1,1,0
client28297,2018-07,8152,3,1,0
client28298,2018-04,654,1,0,0
client28298,2019-03,419,1,0,1
client28299,2017-10,1217,1,0,1
client28299,2018-04,454,1,1,1
client28299,2018-08,1579,1,1,0
client28299,2019-01,2932,2,0,1
client28299,2019-02,598,1,1,1
client28300,2019-01,994,1,0,0
client28301,2017-10,1135,1,0,0
client28301,2018-10,31256,7,0,0
client28301,2018-11,1217,1,0,0
client28301,2019-01,695,2,0,0
client28301,2019-03,940,1,0,0
client28303,2018-09,846,1,0,0
client28303,2018-10,515,1,0,0
client28305,2018-02,12218,2,1,0
client28305,2018-04,781,1,0,1
client28305,2018-07,896,1,1,1
client28305,2018-09,1858,2,1,1
client28305,2018-11,850,1,1,1
client28305,2018-12,398,2,1,1
client28305,2019-01,326,1,1,1
client28305,2019-02,1665,1,1,1
client28305,2019-04,902,1,1,1
client28305,2019-06,816,1,1,1
client28305,2019-08,419,1,1,1
client28307,2019-03,1621,1,1,1
client28307,2019-05,804,2,1,1
client28307,2019-06,140,1,1,0
client28308,2018-10,2565,1,0,0
client28308,2018-11,2277,3,0,0
client28309,2018-05,4103,2,0,1
client2831,2018-08,2752,1,0,0
client28310,2017-10,1416,1,0,1
client28310,2018-03,268,2,1,1
client28310,2018-04,79,1,1,1
client28310,2018-08,643,1,1,1
client28310,2018-10,466,1,1,0
client28310,2019-04,198,1,0,1
client28310,2019-05,171,1,1,0
client28310,2019-07,78,1,0,1
client28310,2019-08,497,1,1,1
client28311,2017-11,9850,5,1,1
client28311,2018-05,24,1,1,0
client28311,2019-06,5542,2,0,0
client28311,2019-09,534,2,0,0
client28313,2018-10,2813,1,0,0
client28315,2018-09,9993,10,0,0
client28315,2018-10,15895,11,0,0
client28315,2018-11,4102,7,0,0
client28315,2018-12,2299,4,0,0
client28315,2019-01,556,2,0,0
client28315,2019-02,602,2,0,0
client28315,2019-03,1123,4,0,0
client28315,2019-04,517,2,0,0
client28315,2019-05,4263,5,0,0
client28315,2019-08,245,1,0,0
client28316,2017-09,3204,1,1,1
client28316,2018-05,1248,1,1,1
client28317,2018-10,1311,2,1,1
client28319,2018-02,1248,1,1,1
client28319,2018-08,1078,1,1,0
client28319,2018-09,674,1,0,0
client28319,2018-10,9476,2,0,0
client28319,2018-11,1578,1,0,0
client28323,2019-06,2264,3,0,0
client28323,2019-07,3797,4,0,0
client28323,2019-08,6221,7,0,0
client28323,2019-09,2115,3,0,0
client28325,2018-08,2545,1,0,0
client28325,2018-09,587,1,0,0
client28325,2018-10,2072,1,0,0
client28326,2018-05,99,1,0,0
client28326,2018-07,596,2,0,0
client28326,2018-08,423,1,0,0
client28326,2018-09,15810,3,0,0
client28326,2019-03,9951,3,0,0
client28326,2019-07,1299,1,0,1
client28328,2018-10,10497,1,1,1
client28328,2019-04,2482,2,1,0
client28329,2017-12,29,1,0,0
client28329,2018-08,2244,2,0,0
client2833,2018-12,3218,3,0,0
client2833,2019-01,1237,2,0,0
client2833,2019-03,208,1,0,1
client2833,2019-04,626,1,1,1
client2833,2019-06,2345,2,1,0
client2833,2019-08,6758,4,0,0
client2833,2019-09,899,1,0,0
client28331,2019-03,4995,1,0,0
client28331,2019-04,25815,1,0,0
client28331,2019-05,4906,2,0,0
client28331,2019-07,899,1,0,0
client28331,2019-08,3893,2,0,0
client28333,2018-11,1350,4,1,1
client28333,2018-12,98,1,1,0
client28333,2019-01,527,3,0,0
client28333,2019-02,699,1,0,1
client28333,2019-03,172,1,1,0
client28333,2019-04,225,1,0,1
client28333,2019-05,6785,5,1,1
client28333,2019-06,2595,5,1,1
client28333,2019-07,2804,4,1,0
client28333,2019-08,902,2,0,1
client28335,2017-12,5969,2,1,0
client28335,2018-10,263,1,0,0
client28335,2019-04,113,1,0,1
client28336,2018-06,2359,1,0,0
client28336,2018-10,1426,2,0,0
client28336,2018-11,162,1,0,0
client28336,2019-01,2096,5,0,0
client28336,2019-04,2607,2,0,0
client28337,2018-08,387,1,0,0
client28337,2019-04,746,1,0,0
client28338,2018-05,1598,1,0,1
client28338,2018-06,9222,1,1,0
client28338,2018-07,560,2,0,0
client28338,2018-09,4389,2,0,0
client28339,2018-12,19086,1,1,0
client28344,2017-09,1999,1,1,0
client28344,2017-11,1941,1,0,0
client28344,2018-01,2477,2,0,1
client28344,2018-02,1542,2,1,1
client28344,2018-03,3045,3,1,1
client28344,2018-05,8735,2,1,0
client28344,2018-06,249,1,0,1
client28344,2018-08,5705,5,1,0
client28344,2018-10,288,1,0,0
client28344,2018-11,100,1,0,1
client28344,2019-01,23842,15,1,1
client28344,2019-03,5875,4,1,1
client28344,2019-04,2241,3,1,0
client28344,2019-06,10979,2,0,0
client28344,2019-07,331,1,0,1
client28344,2019-08,809,2,1,1
client28345,2018-01,1357,1,1,1
client28345,2018-04,2780,1,1,1
client28346,2017-11,3780,3,0,0
client28349,2018-05,611,1,0,0
client28349,2018-08,395,1,0,0
client2835,2018-08,773,1,0,0
client28351,2017-12,1754,1,0,0
client28351,2018-01,4999,1,0,1
client28351,2018-06,212,1,1,0
client28351,2018-07,1699,1,0,0
client28351,2018-09,232,1,0,0
client28351,2018-12,162,1,0,1
client28351,2019-03,313,1,1,1
client28351,2019-04,179,1,1,1
client28352,2019-04,515,1,0,0
client28353,2018-11,65433,3,0,0
client28353,2018-12,26688,10,0,1
client28353,2019-01,806,3,1,0
client28353,2019-02,606,4,0,0
client28353,2019-03,304,1,0,0
client28353,2019-04,279,1,0,0
client28353,2019-07,111,1,0,1
client28353,2019-08,2672,2,1,0
client28354,2019-09,22010,2,1,1
client28360,2018-10,999,1,0,0
client28361,2017-09,4390,1,1,0
client28361,2017-10,2743,1,0,0
client28361,2017-11,7453,1,0,1
client28361,2018-06,1546,1,1,0
client28361,2018-11,2447,1,0,0
client28361,2018-12,1328,1,0,0
client28362,2018-12,11343,1,0,0
client28363,2018-04,1494,1,1,1
client28363,2018-07,2920,1,1,0
client28364,2019-04,32812,2,1,1
client28364,2019-05,72938,3,1,0
client28364,2019-06,1408,1,0,1
client28364,2019-08,12552,2,1,0
client28366,2018-03,1599,1,0,0
client28366,2018-04,10548,2,0,0
client28366,2018-10,4552,1,0,0
client28366,2018-11,6731,6,0,0
client28366,2018-12,1874,1,0,0
client28366,2019-01,518,1,0,0
client28366,2019-02,2455,4,0,0
client28366,2019-03,2973,7,0,0
client28366,2019-04,901,2,0,0
client28366,2019-05,4094,4,0,0
client28366,2019-07,3221,4,0,0
client28368,2019-07,557,1,1,1
client28368,2019-08,104,1,1,1
client28369,2017-12,3014,3,1,0
client28369,2018-01,578,1,0,0
client28369,2018-05,258,2,0,1
client28369,2018-06,1993,4,1,0
client28369,2018-07,4367,2,0,0
client28369,2018-09,4761,2,0,1
client28369,2018-10,25717,10,1,1
client28369,2018-11,62071,9,1,1
client28369,2018-12,18484,10,1,0
client28369,2019-01,189,1,0,0
client28369,2019-03,730,2,0,0
client28369,2019-04,4315,1,0,0
client28369,2019-07,5498,1,0,1
client28369,2019-08,1395,1,1,0
client28369,2019-09,3175,2,0,0
client28371,2017-11,4243,4,0,0
client28371,2017-12,1587,1,0,0
client28371,2018-03,358,1,0,0
client28371,2018-08,922,1,0,0
client28372,2017-12,17990,1,0,1
client28373,2018-12,3125,1,0,0
client28373,2019-05,299,1,0,0
client28373,2019-07,424,1,0,0
client28375,2018-01,2933,3,1,0
client28375,2018-03,198,1,0,1
client28375,2018-04,475,2,1,0
client28375,2018-06,1974,2,0,1
client28375,2018-08,1582,2,1,1
client28375,2018-09,524,2,1,0
client28375,2018-10,207,1,0,1
client28375,2019-03,1218,3,1,0
client28375,2019-04,71,1,0,0
client28375,2019-06,10,1,0,0
client28375,2019-07,189,1,0,1
client28375,2019-08,1797,4,1,0
client28375,2019-09,533,2,0,1
client28377,2017-09,1014,1,0,0
client28377,2018-03,184,1,0,0
client28377,2018-04,1249,2,0,0
client28377,2018-06,198,1,0,0
client28377,2018-07,666,1,0,0
client28377,2018-12,118,1,0,0
client28377,2019-01,179,1,0,0
client28377,2019-04,89,1,0,0
client28377,2019-06,764,1,0,1
client28378,2017-10,1499,1,0,0
client28378,2017-11,3075,1,0,0
client28378,2018-06,5074,1,0,0
client28378,2018-08,496,2,0,0
client28378,2018-09,540,1,0,0
client28378,2019-01,44332,6,0,0
client28378,2019-06,49997,6,0,0
client28378,2019-07,11216,6,0,0
client28378,2019-08,5087,4,0,1
client28380,2018-05,2448,1,1,1
client28380,2018-10,44,1,1,1
client28380,2018-12,118,1,1,0
client28380,2019-06,165,1,0,0
client28381,2019-04,10808,1,0,0
client28381,2019-06,3000,1,0,0
client28381,2019-07,34360,3,0,0
client28382,2017-12,1032,1,0,0
client28383,2019-03,2347,1,0,1
client28383,2019-04,177,1,1,0
client28383,2019-05,466,2,0,0
client28386,2018-04,1030,1,1,1
client28386,2018-06,338,1,1,1
client28386,2019-04,1240,2,1,1
client28386,2019-06,433,1,1,1
client28387,2019-05,9998,2,0,0
client28387,2019-06,607,1,0,0
client28387,2019-07,783,2,0,0
client28388,2018-05,2821,1,1,0
client28392,2018-02,3198,2,0,0
client28392,2018-06,2201,1,0,0
client28392,2018-10,6240,2,0,0
client28392,2018-11,8600,1,0,0
client28392,2018-12,14399,4,0,0
client28392,2019-02,8067,1,0,0
client28392,2019-03,14457,2,0,0
client28392,2019-04,267,1,0,0
client28393,2018-01,1945,1,0,0
client28393,2018-03,2221,3,0,1
client28393,2018-04,1002,3,1,1
client28393,2018-05,18058,5,1,1
client28393,2018-06,2999,7,1,1
client28393,2018-07,764,3,1,1
client28393,2018-08,749,2,1,1
client28393,2018-09,4784,3,1,1
client28393,2018-10,7677,5,1,0
client28393,2018-11,7378,3,0,0
client28393,2018-12,3304,3,0,0
client28393,2019-01,6466,4,0,0
client28393,2019-02,755,1,0,0
client28393,2019-03,233,1,0,1
client28393,2019-04,4895,6,1,1
client28393,2019-05,1280,3,1,0
client28393,2019-06,2564,1,0,1
client28393,2019-07,1268,3,1,0
client28393,2019-08,184,1,0,1
client28393,2019-09,907,2,1,1
client28394,2017-11,1097,2,0,1
client28394,2018-02,594,1,1,1
client28394,2019-03,218,1,1,1
client28394,2019-04,2860,2,1,1
client28395,2019-09,4735,5,1,0
client28396,2018-01,339,1,1,0
client28396,2018-11,2306,2,0,0
client28396,2018-12,773,2,0,0
client28396,2019-01,450,1,0,0
client28396,2019-02,451,2,0,0
client28396,2019-03,257,1,0,0
client28398,2019-03,1655,1,0,0
client28398,2019-06,1991,1,0,0
client284,2019-01,3397,1,0,0
client28401,2018-02,3171,1,0,0
client28401,2018-06,2597,1,0,1
client28401,2018-07,9759,1,1,1
client28401,2018-08,500,1,1,0
client28401,2018-09,6516,1,0,0
client28401,2018-10,689,1,0,0
client28401,2019-04,2235,4,0,0
client28401,2019-05,462,1,0,0
client28401,2019-06,4320,1,0,0
client28401,2019-07,2260,1,0,0
client28404,2017-09,447,1,0,0
client28404,2017-10,518,1,0,0
client28405,2018-08,14004,2,1,0
client28405,2018-09,6353,1,0,0
client28405,2019-03,348,1,0,1
client28405,2019-04,938,1,1,1
client28405,2019-05,12357,3,1,0
client28405,2019-06,3093,2,0,1
client28405,2019-07,4021,2,1,0
client28405,2019-08,2863,4,0,0
client28409,2019-05,1802,2,0,0
client28409,2019-07,7199,6,0,0
client28410,2019-08,1499,1,0,0
client28411,2017-09,3576,2,0,0
client28411,2018-06,475,2,0,0
client28411,2018-08,5853,10,0,0
client28411,2018-09,8879,9,0,0
client28411,2018-10,11750,9,0,0
client28411,2018-11,6583,6,0,0
client28411,2018-12,828,2,0,0
client28411,2019-02,249,1,0,0
client28411,2019-03,6086,2,0,0
client28411,2019-04,13829,10,0,0
client28411,2019-05,3220,6,0,0
client28411,2019-06,237,1,0,0
client28411,2019-07,791,2,0,0
client28412,2017-11,987,1,1,1
client28415,2018-07,27019,2,0,0
client28416,2018-10,704,1,0,0
client28418,2017-11,16361,7,0,0
client28418,2018-01,2011,1,0,0
client28418,2018-02,516,1,0,0
client28418,2018-04,455,1,0,1
client28418,2018-06,830,2,1,0
client28418,2018-12,8552,6,0,0
client28418,2019-01,738,2,0,0
client28418,2019-02,1904,3,0,1
client28418,2019-03,1017,2,1,1
client28418,2019-07,994,2,1,0
client28419,2017-12,673,3,1,1
client28419,2018-01,797,1,1,1
client28419,2018-02,372,2,1,1
client28419,2018-05,848,1,1,1
client28419,2018-06,59,1,1,1
client28419,2019-02,590,1,1,1
client28419,2019-03,518,2,1,1
client2842,2019-09,15613,3,0,0
client28422,2018-12,1659,2,0,0
client28422,2019-01,391,1,0,0
client28422,2019-06,1703,2,0,0
client28422,2019-07,848,2,0,0
client28422,2019-08,5732,2,0,1
client28424,2018-09,5169,3,1,0
client28424,2018-11,4646,4,0,1
client28424,2019-01,102,1,1,1
client28424,2019-06,6978,2,1,0
client28424,2019-08,899,1,0,1
client28425,2017-10,298,1,1,1
client28425,2018-03,435,1,1,1
client28425,2018-05,958,1,1,1
client28425,2018-11,622,1,1,1
client28427,2019-01,5004,2,0,1
client28427,2019-03,268,1,1,0
client28427,2019-07,2001,1,0,0
client28428,2018-07,9413,1,0,0
client28428,2018-11,297,1,0,0
client28428,2019-03,3050,1,0,0
client28428,2019-04,351,1,0,1
client28428,2019-05,45,1,1,1
client28428,2019-06,765,2,1,0
client2843,2018-10,1999,1,1,0
client2843,2018-11,2463,2,0,0
client2843,2018-12,624,1,0,0
client28430,2018-01,13998,1,0,0
client28433,2018-05,2137,2,1,0
client28433,2018-06,2032,1,0,0
client28433,2018-11,7231,2,0,0
client28433,2019-02,7658,2,0,0
client28433,2019-04,333,1,0,1
client28434,2019-07,17313,3,0,0
client28434,2019-08,32601,6,0,0
client28434,2019-09,3605,5,0,0
client28435,2018-04,3598,1,0,0
client28435,2018-09,99,1,0,0
client28435,2019-01,1499,1,0,0
client28435,2019-02,248,2,0,0
client28435,2019-04,3699,1,0,0
client28441,2019-05,2399,1,0,0
client28442,2017-10,9115,1,0,0
client28442,2017-12,236,1,0,1
client28442,2018-02,524,1,1,1
client28442,2018-03,414,1,1,1
client28442,2018-04,1289,1,1,1
client28442,2018-05,304,1,1,0
client28442,2018-08,872,1,0,0
client28442,2018-12,643,1,0,0
client28442,2019-01,3314,4,0,1
client28442,2019-02,2437,4,1,1
client28442,2019-04,244,1,1,0
client28442,2019-06,18,1,0,1
client28444,2019-07,7086,3,0,1
client28445,2019-05,2999,1,0,0
client28445,2019-07,13086,3,0,0
client28445,2019-08,851,1,0,0
client28445,2019-09,1384,1,0,0
client28446,2019-04,1093,1,1,0
client28448,2018-04,4499,1,0,0
client28448,2019-05,1879,2,0,0
client28448,2019-08,2838,3,0,0
client28449,2018-01,1666,2,0,1
client28449,2018-02,12364,1,1,0
client28449,2018-03,2393,2,0,0
client28449,2018-08,5498,1,0,0
client28449,2019-03,2350,1,0,0
client2845,2018-05,4599,1,0,0
client28450,2018-05,1468,1,0,0
client28450,2018-12,2498,1,0,0
client28451,2018-02,156,1,0,0
client28451,2018-04,231,1,0,0
client28452,2018-02,2328,1,0,0
client28452,2018-04,10664,4,0,0
client28452,2018-05,911,1,0,0
client28452,2019-01,149,1,0,0
client28452,2019-02,499,1,0,0
client28452,2019-03,593,1,0,0
client28452,2019-04,99,1,0,1
client28452,2019-06,1215,2,1,0
client28452,2019-07,555,1,0,0
client28452,2019-08,1782,5,0,0
client28453,2019-05,6399,1,1,0
client28453,2019-06,6664,2,0,0
client28453,2019-07,3418,1,0,1
client28453,2019-09,2364,3,1,0
client28454,2017-10,1767,1,0,0
client28454,2017-12,4505,2,0,0
client28454,2019-08,4839,1,0,0
client28454,2019-09,4939,1,0,0
client28455,2019-02,1065,1,0,0
client28456,2018-05,3559,1,0,0
client28456,2018-06,7657,2,0,0
client28457,2018-11,4408,4,0,0
client28457,2018-12,530,3,0,0
client28457,2019-09,1398,1,0,0
client28458,2018-04,4999,1,0,0
client28459,2018-04,706,1,1,0
client28459,2018-05,5287,3,0,1
client28459,2018-06,6905,2,1,0
client28459,2018-10,883,1,0,1
client28459,2018-11,14925,5,1,0
client28459,2018-12,71,1,0,0
client28459,2019-02,10691,4,0,0
client28459,2019-03,4826,5,0,0
client28459,2019-05,735,1,0,0
client28459,2019-09,873,2,0,0
client2846,2018-04,374,4,1,0
client2846,2018-11,198,1,0,1
client2846,2019-09,500,2,1,0
client28460,2018-10,430,1,0,0
client28463,2018-05,4555,1,1,1
client28463,2018-09,5553,3,1,0
client28463,2018-11,801,1,0,0
client28463,2018-12,401,1,0,1
client28464,2018-07,2336,1,0,0
client28464,2018-08,665,1,0,0
client28464,2018-10,125,1,0,0
client28464,2018-11,1299,1,0,0
client28464,2019-03,571,2,0,0
client28464,2019-06,188,1,0,0
client28465,2019-07,29758,5,0,0
client28465,2019-08,2186,2,0,0
client28465,2019-09,8402,4,0,0
client28468,2018-08,21266,8,0,1
client28468,2019-02,523,1,1,1
client28468,2019-03,499,1,1,1
client28468,2019-04,465,2,1,0
client2847,2017-12,1027,1,1,0
client2847,2018-03,417,1,0,0
client2847,2018-09,28556,3,0,0
client2847,2018-12,357,1,0,1
client28470,2019-05,2729,3,0,0
client28470,2019-06,4043,2,0,0
client28471,2017-12,1626,1,1,0
client28471,2018-08,199,1,0,0
client28472,2018-04,1185,1,1,0
client28473,2019-06,39050,9,1,1
client28473,2019-07,1952,1,1,0
client28474,2019-05,5766,2,1,0
client28474,2019-08,3799,1,0,0
client28475,2018-02,1194,1,0,1
client28475,2019-07,266,1,1,0
client28475,2019-08,178,1,0,0
client28478,2019-03,1381,1,0,1
client28478,2019-04,7894,3,1,1
client28479,2019-08,6280,7,0,0
client2848,2018-06,898,1,0,0
client2848,2018-09,5957,2,0,0
client2848,2018-10,716,1,0,0
client2848,2018-11,866,1,0,0
client2848,2019-03,138,1,0,0
client2848,2019-04,1399,1,0,1
client2848,2019-05,2553,2,1,0
client2848,2019-06,2750,1,0,0
client2848,2019-08,349,1,0,0
client28480,2018-06,13485,1,0,0
client28485,2017-10,7249,1,0,0
client28485,2018-07,6094,1,0,0
client28485,2018-11,7033,2,0,0
client28485,2019-03,6940,2,0,0
client28485,2019-05,32271,3,0,0
client28485,2019-07,13650,2,0,0
client28485,2019-08,866,1,0,0
client28486,2019-06,2335,1,1,0
client28487,2019-02,527,1,0,0
client28488,2018-04,435,1,0,0
client2849,2019-02,6392,1,0,1
client2849,2019-05,1476,2,1,0
client28491,2017-10,16964,2,0,0
client28491,2017-11,81,1,0,0
client28491,2018-01,1923,3,0,0
client28491,2018-02,1667,2,0,0
client28491,2018-03,4562,2,0,0
client28491,2018-04,34,1,0,0
client28491,2018-06,16090,2,0,0
client28491,2018-12,28,1,0,0
client28492,2018-04,4979,1,1,1
client28492,2018-06,3802,2,1,0
client28493,2018-04,2745,1,0,0
client28493,2018-08,944,2,0,0
client28493,2018-12,10545,1,0,0
client28494,2019-06,4692,2,0,1
client28494,2019-07,30780,4,1,0
client28495,2019-03,12437,7,0,0
client28495,2019-04,235,2,0,0
client28496,2018-02,895,1,0,1
client28496,2018-05,259,1,1,1
client28496,2019-01,1499,1,1,1
client28496,2019-02,217,1,1,0
client28496,2019-04,784,1,0,0
client28496,2019-06,4076,4,0,0
client28497,2019-01,199,1,0,0
client28497,2019-07,15056,7,0,0
client28499,2019-08,5045,1,0,0
client285,2018-05,1355,1,0,0
client28502,2018-09,1299,1,0,0
client28502,2018-11,3366,1,0,0
client28502,2018-12,15723,6,0,0
client28502,2019-03,15677,3,0,0
client28503,2018-03,3483,5,0,0
client28504,2019-03,5812,1,1,1
client28504,2019-05,503,1,1,1
client28504,2019-06,133,1,1,1
client28504,2019-07,147,1,1,1
client28504,2019-08,344,2,1,0
client28504,2019-09,9829,2,0,1
client28505,2018-08,22494,3,0,0
client28505,2018-10,35324,4,0,0
client28505,2018-11,174,2,0,0
client28506,2019-08,5834,2,0,0
client28507,2018-11,12511,8,0,0
client28507,2018-12,683,1,0,0
client28507,2019-01,2390,2,0,1
client28507,2019-03,4904,4,1,0
client28507,2019-04,139,1,0,1
client28507,2019-05,3319,4,1,1
client28507,2019-06,3072,3,1,0
client28507,2019-08,619,1,0,1
client28507,2019-09,1109,1,1,0
client28508,2018-11,2097,1,0,0
client28508,2019-02,1691,1,0,0
client2851,2017-09,14131,1,0,0
client2851,2017-10,25684,1,0,0
client28510,2018-03,527,1,1,1
client28510,2018-05,19933,6,1,0
client28510,2018-06,2958,5,0,0
client28510,2018-07,12472,5,0,0
client28510,2018-08,5927,6,0,0
client28510,2018-09,885,2,0,0
client28510,2018-12,329,1,0,1
client28510,2019-03,1598,1,1,1
client28510,2019-04,1707,1,1,1
client28510,2019-05,2286,1,1,0
client28510,2019-07,9,1,0,0
client28510,2019-08,1797,1,0,0
client28512,2018-12,6535,1,0,0
client28512,2019-04,2841,1,0,0
client28512,2019-08,247,1,0,1
client28512,2019-09,402,1,1,1
client28514,2018-02,29,1,0,1
client28514,2018-04,1844,3,1,1
client28514,2018-06,10440,2,1,0
client28514,2018-10,3000,2,0,0
client28514,2018-11,2696,1,0,0
client28514,2019-01,2054,2,0,1
client28514,2019-05,307,1,1,1
client28517,2017-10,6599,1,0,0
client28518,2019-08,2499,1,1,1
client28519,2018-05,8100,2,0,0
client28519,2019-08,5052,2,0,0
client2852,2019-04,2941,1,1,1
client28520,2017-10,1013,1,0,1
client28520,2018-08,10439,1,1,0
client28520,2018-10,733,1,0,0
client28520,2019-02,10519,2,0,0
client28520,2019-03,989,1,0,0
client28520,2019-04,1646,1,0,0
client28521,2018-05,1518,1,0,0
client28521,2018-08,1525,2,0,0
client28521,2019-01,118,2,0,1
client28521,2019-05,39,1,1,0
client28522,2017-09,1397,1,0,0
client28522,2017-11,75,1,0,0
client28522,2017-12,75,1,0,0
client28522,2018-02,4731,6,0,0
client28522,2018-03,4396,12,0,0
client28523,2018-08,6528,1,0,1
client28523,2019-01,2937,2,1,1
client28523,2019-03,2708,1,1,1
client28523,2019-06,4187,1,1,1
client28524,2018-10,55,1,0,0
client28524,2019-02,1377,2,0,0
client28525,2017-11,1268,1,1,1
