client,recency,frequency,monetary,total_quantity,avg_check,total_unique_items,avg_items_per_visit,weekend_visits,amount_last_visit,event
client27426,2,11,11643,80,1058.4545454545455,41,7.2727272727272725,3.0,169,True
client27427,108,1,987,3,987.0,3,3.0,0.0,49,False
client27428,89,8,3311,13,413.875,11,1.625,1.0,178,False
client27429,131,5,5057,24,1011.4,22,4.8,1.0,69,False
client2743,11,5,25005,61,5001.0,37,12.2,2.0,1099,False
client27430,128,1,2799,1,2799.0,1,1.0,0.0,2799,False
client27431,388,1,13625,15,13625.0,8,15.0,0.0,2899,False
client27433,177,1,783,13,783.0,2,13.0,0.0,75,False
client27434,369,1,3999,1,3999.0,1,1.0,0.0,3999,False
client27435,19,2,1564,20,782.0,8,10.0,0.0,299,True
client27436,361,1,7474,6,7474.0,6,6.0,0.0,199,False
client27437,307,1,209,1,209.0,1,1.0,0.0,209,False
client27438,215,2,4365,10,2182.5,7,5.0,0.0,142,False
client27439,246,3,5806,6,1935.3333333333333,5,2.0,1.0,30,False
client2744,321,2,16829,2,8414.5,2,1.0,0.0,16590,False
client27440,11,5,2495,21,499.0,14,4.2,0.0,165,True
client27442,106,1,308,2,308.0,2,2.0,1.0,149,False
client27443,30,10,21842,79,2184.2,34,7.9,3.0,228,True
client27444,73,2,7100,10,3550.0,6,5.0,0.0,500,False
client27445,359,1,4817,13,4817.0,2,13.0,0.0,149,False
client27446,44,5,6736,38,1347.2,23,7.6,2.0,299,False
client27447,284,1,9782,16,9782.0,1,16.0,0.0,9782,False
client27448,326,3,5247,23,1749.0,10,7.666666666666667,1.0,159,False
client27449,81,1,9409,11,9409.0,7,11.0,0.0,99,False
client27450,59,1,2585,5,2585.0,3,5.0,0.0,2107,False
client27451,632,1,10982,24,10982.0,8,24.0,0.0,1539,False
client27452,175,1,1797,3,1797.0,1,3.0,1.0,1797,False
client27453,72,3,12831,7,4277.0,4,2.3333333333333335,0.0,1587,False
client27454,56,2,226,10,113.0,9,5.0,1.0,21,False
client27455,26,2,92171,220,46085.5,24,110.0,1.0,29,True
client27456,30,11,34944,68,3176.7272727272725,37,6.181818181818182,2.0,3290,True
client27457,104,12,10661,160,888.4166666666666,71,13.333333333333334,2.0,56,False
client27458,79,9,1964,15,218.22222222222223,14,1.6666666666666667,1.0,301,False
client27459,643,1,1747,7,1747.0,6,7.0,0.0,275,False
client2746,519,1,116,5,116.0,5,5.0,1.0,19,False
client27460,74,5,48191,72,9638.2,34,14.4,2.0,65,False
client27462,168,2,14474,46,7237.0,4,23.0,2.0,2531,False
client27463,9,26,172875,584,6649.038461538462,57,22.46153846153846,10.0,46,True
client27464,139,3,5117,17,1705.6666666666667,16,5.666666666666667,1.0,99,False
client27465,489,1,369,1,369.0,1,1.0,0.0,369,True
client27466,4,21,61393,157,2923.4761904761904,71,7.476190476190476,7.0,648,False
client27467,24,5,4178,16,835.6,13,3.2,2.0,29,True
client27468,4,18,41491,263,2305.0555555555557,30,14.61111111111111,5.0,63,True
client27469,56,1,12397,3,12397.0,3,3.0,1.0,5999,True
client27470,227,5,16200,38,3240.0,26,7.6,1.0,369,False
client27471,14,7,4869,48,695.5714285714286,22,6.857142857142857,4.0,119,True
client27472,545,1,139,1,139.0,1,1.0,0.0,139,False
client27473,88,1,78,2,78.0,2,2.0,0.0,19,False
client27475,331,5,5136,10,1027.2,5,2.0,1.0,2599,False
client27476,11,1,744,6,744.0,4,6.0,0.0,98,False
client27477,125,7,11769,34,1681.2857142857142,20,4.857142857142857,3.0,267,False
client27478,93,14,12948,38,924.8571428571429,22,2.7142857142857144,5.0,376,True
client27479,51,6,24260,24,4043.3333333333335,21,4.0,1.0,63,False
client2748,547,1,816,4,816.0,4,4.0,1.0,29,False
client27480,54,1,82,5,82.0,5,5.0,0.0,9,False
client27481,68,6,34887,130,5814.5,26,21.666666666666668,2.0,795,True
client27482,187,2,3004,12,1502.0,6,6.0,0.0,116,True
client27483,42,24,53235,193,2218.125,68,8.041666666666666,8.0,2557,True
client27484,105,2,22632,24,11316.0,9,12.0,2.0,9968,True
client27485,57,6,4048,15,674.6666666666666,14,2.5,3.0,89,False
client27486,152,3,5777,4,1925.6666666666667,4,1.3333333333333333,1.0,45,False
client27487,191,5,35274,125,7054.8,20,25.0,1.0,39,False
client27488,4,16,45649,144,2853.0625,42,9.0,3.0,1145,True
client27489,162,2,10815,7,5407.5,4,3.5,1.0,1138,False
client2749,114,10,31517,82,3151.7,26,8.2,4.0,5499,False
client27490,36,15,12926,155,861.7333333333333,93,10.333333333333334,4.0,12,True
client27491,140,11,4321,63,392.8181818181818,50,5.7272727272727275,7.0,29,False
client27492,372,1,199,1,199.0,1,1.0,1.0,199,False
client27493,588,1,1299,1,1299.0,1,1.0,1.0,1299,False
client27494,54,3,18754,39,6251.333333333333,14,13.0,0.0,4,False
client27495,290,1,4767,9,4767.0,5,9.0,0.0,399,False
client27496,108,10,66295,145,6629.5,45,14.5,1.0,283,False
client27497,60,2,3437,7,1718.5,2,3.5,0.0,109,False
client27498,65,3,40740,24,13580.0,23,8.0,1.0,284,False
client27499,6,3,2789,12,929.6666666666666,9,4.0,1.0,88,False
client2750,239,5,9699,21,1939.8,17,4.2,2.0,32,False
client27500,62,4,4699,22,1174.75,12,5.5,3.0,898,False
client27501,652,1,1426,10,1426.0,3,10.0,1.0,248,False
client27502,1,4,12476,45,3119.0,30,11.25,1.0,95,True
client27503,489,3,10032,8,3344.0,8,2.6666666666666665,0.0,69,False
client27504,116,1,14202,5,14202.0,4,5.0,0.0,84,False
client27505,6,55,64149,381,1166.3454545454545,86,6.927272727272728,13.0,178,True
client27506,13,6,5694,37,949.0,23,6.166666666666667,1.0,49,False
client27507,7,8,126175,192,15771.875,9,24.0,1.0,78,False
client27508,91,13,7641,53,587.7692307692307,29,4.076923076923077,6.0,77,False
client27509,42,8,10400,32,1300.0,15,4.0,2.0,299,False
client2751,109,3,3749,34,1249.6666666666667,14,11.333333333333334,1.0,123,False
client27510,62,2,513,10,256.5,8,5.0,0.0,399,False
client27511,6,3,16428,12,5476.0,10,4.0,1.0,105,False
client27512,469,1,1077,3,1077.0,3,3.0,1.0,629,False
client27513,126,2,4905,32,2452.5,13,16.0,2.0,66,True
client27514,4,9,15311,51,1701.2222222222222,36,5.666666666666667,1.0,149,False
client27515,3,8,21328,47,2666.0,31,5.875,1.0,499,False
client27516,1,1,55,5,55.0,1,5.0,1.0,55,True
client27517,429,3,6117,16,2039.0,5,5.333333333333333,1.0,1795,False
client27518,125,2,4007,20,2003.5,5,10.0,1.0,1166,False
client27519,194,7,13556,414,1936.5714285714287,23,59.142857142857146,1.0,22,False
client2752,153,3,706,4,235.33333333333334,4,1.3333333333333333,0.0,199,False
client27520,16,6,15706,84,2617.6666666666665,33,14.0,1.0,275,False
client27521,47,7,9481,40,1354.4285714285713,23,5.714285714285714,3.0,38,False
client27522,15,1,1547,13,1547.0,1,13.0,1.0,1547,True
client27523,352,2,8383,28,4191.5,12,14.0,0.0,79,True
client27524,26,35,119747,501,3421.342857142857,112,14.314285714285715,10.0,12,False
client27525,23,8,22996,56,2874.5,31,7.0,3.0,179,True
client27526,39,2,1657,4,828.5,3,2.0,0.0,130,True
client27527,548,1,14489,2,14489.0,2,2.0,0.0,11990,False
client27528,80,1,1698,2,1698.0,2,2.0,0.0,1499,False
client27529,89,6,8003,49,1333.8333333333333,40,8.166666666666666,1.0,14,False
client2753,134,1,217,5,217.0,5,5.0,1.0,38,False
client27530,61,4,12512,53,3128.0,7,13.25,0.0,1141,True
client27531,7,7,10054,47,1436.2857142857142,24,6.714285714285714,3.0,138,True
client27532,373,1,396,4,396.0,1,4.0,0.0,396,False
client27533,380,1,1454,18,1454.0,15,18.0,0.0,19,False
client27534,377,1,1157,13,1157.0,1,13.0,0.0,1157,False
client27535,428,3,7087,47,2362.3333333333335,29,15.666666666666666,1.0,689,False
client27536,27,1,1978,2,1978.0,2,2.0,0.0,1899,False
client27537,151,2,7935,5,3967.5,5,2.5,1.0,249,False
client27538,87,1,499,1,499.0,1,1.0,0.0,499,False
client27539,369,1,118,2,118.0,2,2.0,0.0,29,False
client2754,132,2,3143,30,1571.5,17,15.0,1.0,30,False
client27540,3,2,22495,9,11247.5,8,4.5,1.0,395,False
client27541,324,1,1064,2,1064.0,2,2.0,0.0,999,False
client27542,532,2,3148,15,1574.0,9,7.5,2.0,399,False
client27543,671,1,1462,8,1462.0,4,8.0,0.0,329,False
client27544,132,5,5800,52,1160.0,38,10.4,1.0,25,False
client27545,111,2,5598,2,2799.0,2,1.0,0.0,299,False
client27546,42,30,65402,296,2180.0666666666666,57,9.866666666666667,4.0,1350,False
client27547,4,14,49774,328,3555.285714285714,127,23.428571428571427,2.0,5999,False
client27548,127,2,901,24,450.5,22,12.0,2.0,70,False
client27549,470,1,1658,2,1658.0,1,2.0,1.0,1658,False
client2755,236,1,7294,16,7294.0,10,16.0,0.0,179,False
client27550,319,2,5572,13,2786.0,6,6.5,1.0,69,False
client27551,124,8,8225,47,1028.125,32,5.875,1.0,58,True
client27552,1,5,5042,31,1008.4,25,6.2,3.0,119,False
client27553,503,2,2657,17,1328.5,9,8.5,1.0,130,False
client27554,509,2,303,3,151.5,3,1.5,0.0,59,False
client27555,324,3,2937,10,979.0,8,3.3333333333333335,0.0,159,False
client27556,476,1,950,7,950.0,6,7.0,1.0,249,False
client27557,260,7,12470,128,1781.4285714285713,12,18.285714285714285,5.0,349,False
client27558,49,3,3755,9,1251.6666666666667,7,3.0,2.0,43,False
client27559,338,2,1323,17,661.5,3,8.5,0.0,239,False
client2756,643,1,3927,4,3927.0,4,4.0,0.0,3290,False
client27560,584,1,1146,37,1146.0,32,37.0,0.0,10,False
client27561,338,1,1105,5,1105.0,2,5.0,0.0,1047,False
client27562,10,2,14064,32,7032.0,12,16.0,0.0,625,True
client27563,240,6,32861,61,5476.833333333333,31,10.166666666666666,1.0,546,False
client27564,18,1,16415,7,16415.0,4,7.0,0.0,237,False
client27565,234,3,25273,28,8424.333333333334,17,9.333333333333334,1.0,5699,False
client27566,10,28,155713,282,5561.178571428572,107,10.071428571428571,8.0,499,True
client27567,311,2,32567,108,16283.5,18,54.0,0.0,198,False
client27569,197,3,20188,43,6729.333333333333,17,14.333333333333334,1.0,73,False
client2757,371,1,4199,1,4199.0,1,1.0,1.0,4199,False
client27570,369,1,5215,9,5215.0,7,9.0,0.0,349,False
client27571,3,1,2998,2,2998.0,1,2.0,0.0,2998,False
client27572,69,11,22303,108,2027.5454545454545,63,9.818181818181818,2.0,1599,True
client27573,21,1,8130,7,8130.0,7,7.0,1.0,899,True
client27574,530,7,12873,38,1839.0,23,5.428571428571429,1.0,788,False
client27575,27,2,2810,8,1405.0,5,4.0,1.0,399,False
client27576,99,3,27551,5,9183.666666666666,5,1.6666666666666667,2.0,1018,True
client27577,60,2,1684,20,842.0,15,10.0,0.0,29,False
client27578,36,7,4346,21,620.8571428571429,16,3.0,2.0,169,False
client27579,51,3,7763,37,2587.6666666666665,17,12.333333333333334,1.0,242,False
client2758,93,1,3999,1,3999.0,1,1.0,0.0,3999,False
client27580,25,1,4394,19,4394.0,7,19.0,0.0,273,False
client27581,13,4,7710,24,1927.5,12,6.0,1.0,538,False
client27582,251,3,1135,7,378.3333333333333,7,2.3333333333333335,0.0,114,False
client27583,294,2,5612,5,2806.0,4,2.5,1.0,190,True
client27584,26,5,18259,38,3651.8,32,7.6,2.0,79,False
client27585,126,6,6914,28,1152.3333333333333,5,4.666666666666667,2.0,262,False
client27586,729,1,2912,8,2912.0,2,8.0,1.0,1516,False
client27588,69,1,1161,5,1161.0,5,5.0,0.0,109,False
client27589,74,25,33542,186,1341.68,86,7.44,9.0,3270,False
client2759,216,2,267,3,133.5,3,1.5,1.0,69,False
client27590,27,1,1395,1,1395.0,1,1.0,0.0,1395,False
client27591,46,3,16314,21,5438.0,11,7.0,0.0,85,False
client27592,225,4,8122,20,2030.5,7,5.0,4.0,17,False
client27593,4,3,3977,49,1325.6666666666667,14,16.333333333333332,0.0,416,False
client27594,619,1,303,3,303.0,2,3.0,0.0,73,False
client27595,62,6,27199,19,4533.166666666667,17,3.1666666666666665,1.0,159,True
client27596,352,1,2042,6,2042.0,4,6.0,0.0,147,False
client27597,295,2,2335,5,1167.5,4,2.5,1.0,298,False
client27598,370,1,3906,33,3906.0,27,33.0,0.0,109,False
client27599,688,2,817,3,408.5,3,1.5,0.0,249,False
client276,41,20,64537,238,3226.85,63,11.9,13.0,174,False
client27600,130,4,27029,93,6757.25,30,23.25,1.0,94,False
client27603,15,8,16823,87,2102.875,33,10.875,3.0,59,False
client27604,96,8,21516,64,2689.5,24,8.0,2.0,604,False
client27605,28,6,9255,14,1542.5,14,2.3333333333333335,4.0,1183,True
client27606,211,1,1255,5,1255.0,5,5.0,1.0,99,False
client27607,387,3,10680,46,3560.0,23,15.333333333333334,0.0,499,False
client27608,554,3,1027,12,342.3333333333333,6,4.0,2.0,109,True
client27609,64,5,37151,14,7430.2,5,2.8,2.0,4998,False
client2761,9,7,4056,12,579.4285714285714,12,1.7142857142857142,1.0,59,False
client27610,119,18,11171,177,620.6111111111111,16,9.833333333333334,8.0,22,False
client27611,133,1,30402,19,30402.0,6,19.0,1.0,3359,False
client27612,500,1,53,1,53.0,1,1.0,0.0,53,False
client27613,252,5,3746,35,749.2,19,7.0,2.0,22,False
client27614,605,1,9393,81,9393.0,23,81.0,0.0,318,True
client27615,20,1,1537,5,1537.0,4,5.0,0.0,89,False
client27616,30,2,2250,24,1125.0,9,12.0,0.0,249,False
client27617,8,6,8330,61,1388.3333333333333,12,10.166666666666666,3.0,135,False
client27618,326,3,7346,33,2448.6666666666665,14,11.0,1.0,68,False
client27619,338,2,3918,9,1959.0,8,4.5,0.0,1299,False
client2762,9,3,2207,3,735.6666666666666,2,1.0,1.0,109,False
client27620,74,10,26182,170,2618.2,30,17.0,2.0,8899,False
client27621,28,7,4747,54,678.1428571428571,34,7.714285714285714,3.0,399,False
client27622,392,1,2648,16,2648.0,7,16.0,1.0,69,False
client27623,13,10,15994,141,1599.4,42,14.1,2.0,649,True
client27624,5,15,9300,32,620.0,27,2.1333333333333333,3.0,549,True
client27625,330,1,119,1,119.0,1,1.0,1.0,119,False
client27626,23,9,14870,80,1652.2222222222222,56,8.88888888888889,2.0,624,False
client27627,108,1,6598,2,6598.0,2,2.0,0.0,599,False
client27628,68,6,4876,25,812.6666666666666,16,4.166666666666667,2.0,149,False
client27629,194,9,12444,62,1382.6666666666667,27,6.888888888888889,4.0,190,False
client2763,12,13,45117,241,3470.5384615384614,61,18.53846153846154,1.0,1099,True
client27630,373,1,5498,2,5498.0,2,2.0,0.0,499,False
client27631,57,16,17814,107,1113.375,57,6.6875,6.0,599,True
client27632,77,8,7961,67,995.125,29,8.375,4.0,419,False
client27633,64,3,10707,31,3569.0,11,10.333333333333334,1.0,276,False
client27634,399,1,3738,42,3738.0,1,42.0,1.0,3738,False
client27635,24,15,18421,54,1228.0666666666666,19,3.6,3.0,499,True
client27636,694,1,1166,8,1166.0,7,8.0,1.0,105,False
client27637,543,2,6084,19,3042.0,17,9.5,0.0,3999,False
client27638,691,1,9999,1,9999.0,1,1.0,0.0,9999,False
client27639,393,1,6243,3,6243.0,3,3.0,1.0,299,False
client2764,456,2,6236,4,3118.0,4,2.0,2.0,299,False
client27640,111,6,6326,14,1054.3333333333333,4,2.3333333333333335,0.0,107,False
client27641,167,1,5430,25,5430.0,4,25.0,0.0,973,False
client27642,33,10,31533,77,3153.3,34,7.7,2.0,38,True
client27643,51,4,755,7,188.75,5,1.75,1.0,199,False
client27644,28,13,13134,54,1010.3076923076923,20,4.153846153846154,6.0,138,False
client27645,616,1,1039,4,1039.0,4,4.0,1.0,142,False
client27646,1,11,14393,46,1308.4545454545455,17,4.181818181818182,3.0,269,True
client27647,18,10,19689,40,1968.9,28,4.0,1.0,119,True
client27648,1,11,16410,32,1491.8181818181818,22,2.909090909090909,5.0,243,True
client27649,31,6,4193,19,698.8333333333334,11,3.1666666666666665,0.0,149,True
client2765,665,1,1200,6,1200.0,3,6.0,1.0,474,False
client27650,161,1,2224,13,2224.0,13,13.0,1.0,45,False
client27651,1,18,80068,310,4448.222222222223,91,17.22222222222222,5.0,399,True
client27652,96,7,29560,62,4222.857142857143,8,8.857142857142858,0.0,73,False
client27653,15,3,3702,8,1234.0,7,2.6666666666666665,2.0,349,True
client27654,2,55,49221,330,894.9272727272727,136,6.0,16.0,119,True
client27655,655,1,1779,13,1779.0,4,13.0,0.0,1400,False
client27656,118,1,9448,2,9448.0,2,2.0,0.0,249,False
client27657,58,9,126092,425,14010.222222222223,83,47.22222222222222,2.0,177,False
client27658,545,1,1771,5,1771.0,3,5.0,0.0,207,False
client27659,222,1,4423,3,4423.0,3,3.0,0.0,905,True
client2766,293,4,18913,54,4728.25,10,13.5,1.0,458,False
client27660,279,1,12572,10,12572.0,5,10.0,0.0,1797,False
client27661,610,1,1349,1,1349.0,1,1.0,1.0,1349,False
client27662,154,1,374,2,374.0,1,2.0,1.0,374,False
client27663,294,2,33953,95,16976.5,3,47.5,1.0,32920,False
client27664,483,2,3380,14,1690.0,4,7.0,2.0,576,False
client27665,371,1,390,3,390.0,3,3.0,1.0,29,False
client27666,106,2,5077,3,2538.5,3,1.5,1.0,4899,False
client27667,279,4,2440,10,610.0,9,2.5,1.0,999,False
client27668,246,3,11088,62,3696.0,19,20.666666666666668,2.0,129,False
client27669,10,4,12306,34,3076.5,11,8.5,0.0,218,False
client2767,85,6,2972,21,495.3333333333333,18,3.5,3.0,99,False
client27670,5,34,156573,728,4605.088235294118,154,21.41176470588235,6.0,396,False
client27671,1,3,16210,90,5403.333333333333,8,30.0,1.0,6200,True
client27672,721,1,8052,16,8052.0,14,16.0,1.0,99,False
client27673,109,9,13091,51,1454.5555555555557,20,5.666666666666667,2.0,138,False
client27674,622,1,389,1,389.0,1,1.0,0.0,389,False
client27675,719,1,579,7,579.0,4,7.0,0.0,109,False
client27676,381,1,886,4,886.0,4,4.0,0.0,369,False
client27677,235,3,2005,14,668.3333333333334,10,4.666666666666667,1.0,35,False
client27678,544,1,628,3,628.0,3,3.0,0.0,199,False
client27679,104,3,12416,20,4138.666666666667,13,6.666666666666667,0.0,1527,False
client2768,15,4,26653,37,6663.25,10,9.25,1.0,150,True
client27680,130,1,8393,15,8393.0,3,15.0,0.0,590,False
client27681,5,25,81660,366,3266.4,64,14.64,8.0,1356,False
client27682,104,1,438,2,438.0,2,2.0,0.0,259,False
client27683,54,4,1538,20,384.5,13,5.0,1.0,20,True
client27684,11,12,4030,30,335.8333333333333,18,2.5,4.0,107,False
client27685,259,1,59,1,59.0,1,1.0,1.0,59,False
client27686,409,1,1923,17,1923.0,10,17.0,0.0,149,False
client27687,510,1,11805,18,11805.0,12,18.0,0.0,149,False
client27688,142,11,7844,60,713.0909090909091,47,5.454545454545454,4.0,190,False
client2769,4,15,27478,107,1831.8666666666666,58,7.133333333333334,5.0,289,False
client27690,596,2,9027,18,4513.5,8,9.0,1.0,5999,False
client27691,228,2,3355,16,1677.5,6,8.0,0.0,477,False
client27692,355,1,6695,7,6695.0,1,7.0,0.0,6695,False
client27694,76,6,10987,83,1831.1666666666667,46,13.833333333333334,3.0,413,False
client27695,58,5,24376,19,4875.2,16,3.8,0.0,693,False
client27696,87,3,4038,18,1346.0,11,6.0,0.0,179,False
client27697,598,1,1965,5,1965.0,3,5.0,0.0,79,False
client27698,20,16,4667,51,291.6875,31,3.1875,6.0,29,False
client27699,404,1,937,3,937.0,2,3.0,0.0,638,False
client277,50,8,11287,42,1410.875,19,5.25,5.0,326,True
client2770,161,2,10974,11,5487.0,9,5.5,2.0,249,True
client27700,92,3,20139,33,6713.0,11,11.0,1.0,117,False
client27701,612,2,6683,7,3341.5,6,3.5,1.0,5499,False
client27702,579,1,1454,1,1454.0,1,1.0,0.0,1454,False
client27703,18,28,42613,193,1521.892857142857,104,6.892857142857143,10.0,2497,False
client27704,327,2,1970,14,985.0,7,7.0,0.0,99,False
client27705,167,1,1314,12,1314.0,3,12.0,0.0,349,False
client27707,145,2,5102,42,2551.0,18,21.0,0.0,95,False
client27708,356,1,354,6,354.0,3,6.0,0.0,87,False
client27709,15,8,23004,53,2875.5,32,6.625,4.0,68,True
client2771,556,1,680,4,680.0,2,4.0,0.0,599,False
client27710,161,3,911,17,303.6666666666667,16,5.666666666666667,2.0,20,False
client27711,27,28,34547,221,1233.8214285714287,111,7.892857142857143,12.0,139,True
client27712,84,1,5131,22,5131.0,6,22.0,1.0,27,False
client27713,489,9,28096,59,3121.777777777778,29,6.555555555555555,2.0,398,False
client27715,44,4,4027,23,1006.75,17,5.75,0.0,96,False
client27716,19,1,1150,26,1150.0,15,26.0,0.0,35,False
client27717,18,5,7784,10,1556.8,9,2.0,1.0,482,False
client27719,32,5,8298,19,1659.6,13,3.8,0.0,299,False
client2772,49,9,16433,50,1825.888888888889,36,5.555555555555555,6.0,21,False
client27720,75,2,3447,12,1723.5,6,6.0,0.0,575,False
client27721,463,1,5999,1,5999.0,1,1.0,1.0,5999,False
client27722,60,1,598,2,598.0,2,2.0,0.0,399,False
client27723,15,1,1007,3,1007.0,3,3.0,1.0,159,False
client27724,103,13,31892,135,2453.230769230769,41,10.384615384615385,8.0,55,False
client27725,591,1,4246,4,4246.0,4,4.0,0.0,69,False
client27726,1,7,14229,66,2032.7142857142858,32,9.428571428571429,2.0,299,False
client27727,381,2,2498,2,1249.0,2,1.0,0.0,999,False
client27729,383,1,9440,20,9440.0,7,20.0,0.0,225,False
client2773,490,1,9124,22,9124.0,8,22.0,1.0,6599,False
client27730,142,2,1092,7,546.0,5,3.5,1.0,79,False
client27731,64,8,24695,59,3086.875,28,7.375,2.0,99,True
client27732,36,3,2837,9,945.6666666666666,7,3.0,3.0,29,False
client27733,22,7,21707,65,3101.0,51,9.285714285714286,2.0,199,True
client27734,457,1,2598,2,2598.0,2,2.0,0.0,99,False
client27735,131,6,8354,17,1392.3333333333333,15,2.8333333333333335,1.0,59,False
client27736,35,3,17286,20,5762.0,15,6.666666666666667,2.0,177,False
client27737,580,1,1032,8,1032.0,1,8.0,0.0,1032,False
client27738,22,23,44035,119,1914.5652173913043,62,5.173913043478261,6.0,599,True
client27739,9,9,46273,81,5141.444444444444,32,9.0,3.0,11370,False
client2774,486,1,1599,1,1599.0,1,1.0,0.0,1599,False
client27740,74,1,1264,6,1264.0,5,6.0,0.0,449,False
client27741,18,8,23837,37,2979.625,24,4.625,2.0,1199,True
client27742,1,8,29973,100,3746.625,26,12.5,3.0,1887,False
client27743,523,2,684,9,342.0,8,4.5,0.0,13,False
client27744,70,3,22627,63,7542.333333333333,15,21.0,2.0,92,False
client27745,2,1,799,1,799.0,1,1.0,0.0,799,True
client27746,83,16,25663,157,1603.9375,107,9.8125,10.0,89,True
client27747,84,5,3684,11,736.8,10,2.2,1.0,12,True
client27748,217,1,1284,6,1284.0,4,6.0,1.0,98,False
client27749,254,2,6135,36,3067.5,7,18.0,0.0,743,False
client2775,391,1,1434,4,1434.0,2,4.0,0.0,236,False
client27750,50,5,12656,29,2531.2,14,5.8,1.0,98,False
client27751,129,7,6693,23,956.1428571428571,17,3.2857142857142856,2.0,78,False
client27752,296,4,6321,56,1580.25,9,14.0,1.0,618,False
client27753,336,1,8616,33,8616.0,5,33.0,1.0,1752,False
client27754,114,3,8321,19,2773.6666666666665,13,6.333333333333333,0.0,99,False
client27755,131,5,19911,19,3982.2,12,3.8,1.0,7999,True
client27756,402,1,1305,5,1305.0,2,5.0,0.0,1116,False
client27757,177,1,260,15,260.0,10,15.0,0.0,16,False
client27758,343,6,58890,194,9815.0,30,32.333333333333336,2.0,283,False
client27759,272,2,13586,8,6793.0,8,4.0,0.0,420,False
client2776,508,1,1296,23,1296.0,9,23.0,0.0,209,False
client27760,172,6,10925,90,1820.8333333333333,27,15.0,1.0,1772,False
client27761,1,12,40830,209,3402.5,42,17.416666666666668,7.0,11,False
client27762,616,1,6999,1,6999.0,1,1.0,1.0,6999,False
client27764,26,2,3299,7,1649.5,5,3.5,0.0,95,False
client27765,316,2,867,3,433.5,3,1.5,1.0,49,False
client27766,386,3,6891,22,2297.0,12,7.333333333333333,1.0,84,False
client27767,46,2,6611,9,3305.5,5,4.5,0.0,78,False
client27768,224,1,5613,7,5613.0,4,7.0,1.0,238,False
client2777,152,2,12965,66,6482.5,23,33.0,1.0,38,False
client27770,488,4,24495,120,6123.75,42,30.0,1.0,299,False
client27771,107,3,288,8,96.0,3,2.6666666666666665,0.0,95,False
client27772,584,1,999,1,999.0,1,1.0,0.0,999,False
client27773,6,3,1794,15,598.0,10,5.0,1.0,29,False
client27774,268,2,3969,25,1984.5,23,12.5,0.0,99,False
client27775,142,1,4585,42,4585.0,17,42.0,0.0,44,False
client27776,33,2,4586,48,2293.0,7,24.0,1.0,139,False
client27777,70,2,7410,40,3705.0,6,20.0,1.0,1173,False
client27778,13,16,21425,65,1339.0625,40,4.0625,3.0,259,False
client27779,42,4,1666,24,416.5,6,6.0,2.0,299,False
client2778,183,1,43,2,43.0,2,2.0,1.0,19,True
client27780,113,1,9022,18,9022.0,5,18.0,1.0,499,False
client27781,64,5,11859,35,2371.8,24,7.0,3.0,897,False
client27782,481,6,91947,239,15324.5,31,39.833333333333336,2.0,1095,False
client27783,22,15,37319,113,2487.9333333333334,26,7.533333333333333,7.0,1116,True
client27784,119,1,4450,12,4450.0,5,12.0,1.0,178,False
client27785,1,5,28554,24,5710.8,18,4.8,3.0,1999,False
client27786,23,18,10964,80,609.1111111111111,18,4.444444444444445,5.0,35,True
client27787,138,4,2195,16,548.75,10,4.0,0.0,373,False
client27788,43,8,28026,70,3503.25,23,8.75,4.0,581,False
client27789,235,2,2178,16,1089.0,8,8.0,0.0,11,True
client2779,120,1,3075,5,3075.0,3,5.0,1.0,479,False
client27790,16,25,39169,164,1566.76,49,6.56,9.0,205,False
client27791,7,31,45842,91,1478.774193548387,60,2.935483870967742,5.0,68,True
client27792,6,29,101606,240,3503.655172413793,75,8.275862068965518,9.0,159,False
client27793,129,4,3205,23,801.25,6,5.75,2.0,83,False
client27794,210,1,6114,98,6114.0,69,98.0,1.0,3,False
client27795,56,10,19589,39,1958.9,26,3.9,4.0,155,True
client27796,682,1,2419,19,2419.0,8,19.0,0.0,177,False
client27797,14,7,9442,76,1348.857142857143,27,10.857142857142858,2.0,117,False
client27798,151,17,109527,184,6442.764705882353,42,10.823529411764707,6.0,1415,True
client27799,68,15,70189,49,4679.266666666666,36,3.2666666666666666,3.0,575,False
client278,88,2,12478,14,6239.0,7,7.0,0.0,151,False
client2780,70,6,3133,41,522.1666666666666,36,6.833333333333333,2.0,181,False
client27800,32,1,1631,9,1631.0,5,9.0,0.0,89,True
client27801,94,1,5928,12,5928.0,5,12.0,0.0,89,False
client27802,587,1,391,5,391.0,5,5.0,0.0,115,False
client27803,721,2,6460,17,3230.0,8,8.5,1.0,1699,False
client27804,45,15,17645,89,1176.3333333333333,26,5.933333333333334,4.0,119,True
client27805,26,6,7488,46,1248.0,23,7.666666666666667,3.0,126,True
client27806,349,2,23924,26,11962.0,6,13.0,1.0,786,False
client27807,550,1,276,4,276.0,1,4.0,0.0,276,False
client27808,206,4,4551,65,1137.75,56,16.25,2.0,279,False
client27809,207,2,4172,8,2086.0,5,4.0,0.0,69,False
client2781,252,2,6318,5,3159.0,4,2.5,2.0,2368,False
client27810,76,2,2198,2,1099.0,2,1.0,0.0,1499,False
client27811,25,1,1701,5,1701.0,2,5.0,0.0,425,False
client27812,128,2,4917,65,2458.5,17,32.5,0.0,21,False
client27813,108,1,1432,6,1432.0,3,6.0,0.0,99,False
